time :09/04/17 12:41:00  B100 is committed to G99
time :09/04/17 13:26:16  B1 is committed to G0
time :09/04/17 13:26:16  B7 is committed to G1
time :09/04/17 13:26:16  B2 is committed to G2
time :09/04/17 13:26:16  B6 is committed to G3
time :09/04/17 13:26:16  B5 is committed to G4
time :09/04/17 13:26:16  B3 is committed to G5
time :09/04/17 13:26:16  B9 is committed to G6
time :09/04/17 13:26:16  B12 is committed to G7
time :09/04/17 13:26:16  B4 is committed to G8
time :09/04/17 13:26:16  B14 is committed to G9
time :09/04/17 13:26:16  B16 is committed to G10
time :09/04/17 13:26:16  B17 is committed to G11
time :09/04/17 13:26:16  B10 is committed to G12
time :09/04/17 13:26:16  B33 is committed to G13
time :09/04/17 13:26:16  B18 is committed to G14
time :09/04/17 13:26:16  B13 is committed to G15
time :09/04/17 13:26:16  B19 is committed to G16
time :09/04/17 13:26:16  B15 is committed to G17
time :09/04/17 13:26:16  B21 is committed to G18
time :09/04/17 13:26:16  B23 is committed to G19
time :09/04/17 13:26:16  B31 is committed to G20
time :09/04/17 13:26:16  B22 is committed to G21
time :09/04/17 13:26:16  B27 is committed to G22
time :09/04/17 13:26:16  B32 is committed to G23
time :09/04/17 13:26:16  B36 is committed to G24
time :09/04/17 13:26:16  B26 is committed to G26
time :09/04/17 13:26:16  B8 is committed to G27
time :09/04/17 13:26:16  B11 is committed to G28
time :09/04/17 13:26:16  B38 is committed to G29
time :09/04/17 13:26:16  B40 is committed to G30
time :09/04/17 13:26:16  B43 is committed to G31
time :09/04/17 13:26:16  B20 is committed to G32
time :09/04/17 13:26:16  B37 is committed to G33
time :09/04/17 13:26:16  B24 is committed to G34
time :09/04/17 13:26:16  B30 is committed to G35
time :09/04/17 13:26:16  B53 is committed to G36
time :09/04/17 13:26:16  B34 is committed to G37
time :09/04/17 13:26:16  B35 is committed to G38
time :09/04/17 13:26:16  B39 is committed to G39
time :09/04/17 13:26:16  B44 is committed to G40
time :09/04/17 13:26:16  B87 is committed to G41
time :09/04/17 13:26:16  B59 is committed to G42
time :09/04/17 13:26:16  B41 is committed to G43
time :09/04/17 13:26:16  B25 is committed to G44
time :09/04/17 13:26:16  B42 is committed to G45
time :09/04/17 13:26:16  B45 is committed to G46
time :09/04/17 13:26:16  B47 is committed to G47
time :09/04/17 13:26:16  B46 is committed to G48
time :09/04/17 13:26:16  B50 is committed to G49
time :09/04/17 13:26:16  B28 is committed to G50
time :09/04/17 13:26:16  B65 is committed to G51
time :09/04/17 13:26:16  B51 is committed to G52
time :09/04/17 13:26:16  B48 is committed to G53
time :09/04/17 13:26:16  B29 is committed to G54
time :09/04/17 13:26:16  B54 is committed to G55
time :09/04/17 13:26:16  B73 is committed to G56
time :09/04/17 13:26:16  B57 is committed to G57
time :09/04/17 13:26:16  B62 is committed to G59
time :09/04/17 13:26:16  B64 is committed to G60
time :09/04/17 13:26:16  B61 is committed to G61
time :09/04/17 13:26:16  B49 is committed to G62
time :09/04/17 13:26:16  B67 is committed to G63
time :09/04/17 13:26:16  B70 is committed to G64
time :09/04/17 13:26:16  B52 is committed to G66
time :09/04/17 13:26:16  B69 is committed to G67
time :09/04/17 13:26:16  B56 is committed to G69
time :09/04/17 13:26:16  B55 is committed to G70
time :09/04/17 13:26:16  B58 is committed to G71
time :09/04/17 13:26:16  B79 is committed to G72
time :09/04/17 13:26:16  B82 is committed to G73
time :09/04/17 13:26:16  B72 is committed to G74
time :09/04/17 13:26:16  B63 is committed to G75
time :09/04/17 13:26:16  B76 is committed to G76
time :09/04/17 13:26:16  B66 is committed to G77
time :09/04/17 13:26:16  B84 is committed to G78
time :09/04/17 13:26:16  B81 is committed to G79
time :09/04/17 13:26:16  B95 is committed to G80
time :09/04/17 13:26:16  B88 is committed to G81
time :09/04/17 13:26:16  B75 is committed to G83
time :09/04/17 13:26:16  B68 is committed to G84
time :09/04/17 13:26:16  B92 is committed to G85
time :09/04/17 13:26:16  B91 is committed to G87
time :09/04/17 13:26:16  B94 is committed to G88
time :09/04/17 13:26:16  B74 is committed to G89
time :09/04/17 13:26:16  B77 is committed to G90
time :09/04/17 13:26:16  B98 is committed to G91
time :09/04/17 13:26:16  B60 is committed to G92
time :09/04/17 13:26:16  B83 is committed to G94
time :09/04/17 13:26:16  B99 is committed to G96
time :09/04/17 13:26:16  B89 is committed to G99
time :09/04/17 13:31:52  B1 is committed to G0
time :09/04/17 13:31:52  B7 is committed to G1
time :09/04/17 13:31:52  B2 is committed to G2
time :09/04/17 13:31:52  B6 is committed to G3
time :09/04/17 13:31:52  B5 is committed to G4
time :09/04/17 13:31:52  B3 is committed to G5
time :09/04/17 13:31:52  B9 is committed to G6
time :09/04/17 13:31:52  B12 is committed to G7
time :09/04/17 13:31:52  B4 is committed to G8
time :09/04/17 13:31:52  B14 is committed to G9
time :09/04/17 13:31:52  B16 is committed to G10
time :09/04/17 13:31:52  B17 is committed to G11
time :09/04/17 13:31:52  B10 is committed to G12
time :09/04/17 13:31:52  B33 is committed to G13
time :09/04/17 13:31:52  B18 is committed to G14
time :09/04/17 13:31:52  B13 is committed to G15
time :09/04/17 13:31:52  B19 is committed to G16
time :09/04/17 13:31:52  B15 is committed to G17
time :09/04/17 13:31:52  B21 is committed to G18
time :09/04/17 13:31:52  B23 is committed to G19
time :09/04/17 13:31:52  B31 is committed to G20
time :09/04/17 13:31:52  B22 is committed to G21
time :09/04/17 13:31:52  B27 is committed to G22
time :09/04/17 13:31:52  B32 is committed to G23
time :09/04/17 13:31:52  B36 is committed to G24
time :09/04/17 13:31:52  B26 is committed to G26
time :09/04/17 13:31:52  B8 is committed to G27
time :09/04/17 13:31:52  B11 is committed to G28
time :09/04/17 13:31:52  B38 is committed to G29
time :09/04/17 13:31:52  B40 is committed to G30
time :09/04/17 13:31:52  B43 is committed to G31
time :09/04/17 13:31:52  B20 is committed to G32
time :09/04/17 13:31:52  B37 is committed to G33
time :09/04/17 13:31:52  B24 is committed to G34
time :09/04/17 13:31:52  B30 is committed to G35
time :09/04/17 13:31:52  B53 is committed to G36
time :09/04/17 13:31:52  B34 is committed to G37
time :09/04/17 13:31:52  B35 is committed to G38
time :09/04/17 13:31:52  B39 is committed to G39
time :09/04/17 13:31:52  B44 is committed to G40
time :09/04/17 13:31:52  B87 is committed to G41
time :09/04/17 13:31:52  B59 is committed to G42
time :09/04/17 13:31:52  B41 is committed to G43
time :09/04/17 13:31:52  B25 is committed to G44
time :09/04/17 13:31:52  B42 is committed to G45
time :09/04/17 13:31:52  B45 is committed to G46
time :09/04/17 13:31:52  B47 is committed to G47
time :09/04/17 13:31:52  B46 is committed to G48
time :09/04/17 13:31:52  B50 is committed to G49
time :09/04/17 13:31:52  B28 is committed to G50
time :09/04/17 13:31:52  B65 is committed to G51
time :09/04/17 13:31:52  B51 is committed to G52
time :09/04/17 13:31:52  B48 is committed to G53
time :09/04/17 13:31:52  B29 is committed to G54
time :09/04/17 13:31:52  B54 is committed to G55
time :09/04/17 13:31:52  B73 is committed to G56
time :09/04/17 13:31:52  B57 is committed to G57
time :09/04/17 13:31:52  B62 is committed to G59
time :09/04/17 13:31:52  B64 is committed to G60
time :09/04/17 13:31:52  B61 is committed to G61
time :09/04/17 13:31:52  B49 is committed to G62
time :09/04/17 13:31:52  B67 is committed to G63
time :09/04/17 13:31:52  B70 is committed to G64
time :09/04/17 13:31:52  B52 is committed to G66
time :09/04/17 13:31:52  B69 is committed to G67
time :09/04/17 13:31:52  B56 is committed to G69
time :09/04/17 13:31:52  B55 is committed to G70
time :09/04/17 13:31:52  B58 is committed to G71
time :09/04/17 13:31:52  B79 is committed to G72
time :09/04/17 13:31:52  B82 is committed to G73
time :09/04/17 13:31:52  B72 is committed to G74
time :09/04/17 13:31:52  B63 is committed to G75
time :09/04/17 13:31:52  B76 is committed to G76
time :09/04/17 13:31:52  B66 is committed to G77
time :09/04/17 13:31:52  B84 is committed to G78
time :09/04/17 13:31:52  B81 is committed to G79
time :09/04/17 13:31:52  B95 is committed to G80
time :09/04/17 13:31:52  B88 is committed to G81
time :09/04/17 13:31:52  B75 is committed to G83
time :09/04/17 13:31:52  B68 is committed to G84
time :09/04/17 13:31:52  B92 is committed to G85
time :09/04/17 13:31:52  B91 is committed to G87
time :09/04/17 13:31:52  B94 is committed to G88
time :09/04/17 13:31:52  B74 is committed to G89
time :09/04/17 13:31:52  B77 is committed to G90
time :09/04/17 13:31:52  B98 is committed to G91
time :09/04/17 13:31:52  B60 is committed to G92
time :09/04/17 13:31:52  B83 is committed to G94
time :09/04/17 13:31:52  B99 is committed to G96
time :09/04/17 13:31:52  B89 is committed to G99
time :09/04/17 19:01:35  B1 is committed to G0
time :09/04/17 19:01:36  B7 is committed to G1
time :09/04/17 19:01:36  B2 is committed to G2
time :09/04/17 19:01:36  B6 is committed to G3
time :09/04/17 19:01:36  B5 is committed to G4
time :09/04/17 19:01:36  B3 is committed to G5
time :09/04/17 19:01:36  B9 is committed to G6
time :09/04/17 19:01:36  B12 is committed to G7
time :09/04/17 19:01:36  B4 is committed to G8
time :09/04/17 19:01:36  B14 is committed to G9
time :09/04/17 19:01:36  B16 is committed to G10
time :09/04/17 19:01:36  B17 is committed to G11
time :09/04/17 19:01:36  B10 is committed to G12
time :09/04/17 19:01:36  B33 is committed to G13
time :09/04/17 19:01:36  B18 is committed to G14
time :09/04/17 19:01:36  B13 is committed to G15
time :09/04/17 19:01:36  B19 is committed to G16
time :09/04/17 19:01:36  B15 is committed to G17
time :09/04/17 19:01:36  B21 is committed to G18
time :09/04/17 19:01:36  B23 is committed to G19
time :09/04/17 19:01:36  B31 is committed to G20
time :09/04/17 19:01:36  B22 is committed to G21
time :09/04/17 19:01:36  B27 is committed to G22
time :09/04/17 19:01:36  B32 is committed to G23
time :09/04/17 19:01:36  B36 is committed to G24
time :09/04/17 19:01:36  B26 is committed to G26
time :09/04/17 19:01:36  B8 is committed to G27
time :09/04/17 19:01:36  B11 is committed to G28
time :09/04/17 19:01:36  B38 is committed to G29
time :09/04/17 19:01:36  B40 is committed to G30
time :09/04/17 19:01:36  B43 is committed to G31
time :09/04/17 19:01:36  B20 is committed to G32
time :09/04/17 19:01:36  B37 is committed to G33
time :09/04/17 19:01:36  B24 is committed to G34
time :09/04/17 19:01:36  B30 is committed to G35
time :09/04/17 19:01:36  B53 is committed to G36
time :09/04/17 19:01:36  B34 is committed to G37
time :09/04/17 19:01:36  B35 is committed to G38
time :09/04/17 19:01:36  B39 is committed to G39
time :09/04/17 19:01:36  B44 is committed to G40
time :09/04/17 19:01:36  B87 is committed to G41
time :09/04/17 19:01:36  B59 is committed to G42
time :09/04/17 19:01:36  B41 is committed to G43
time :09/04/17 19:01:36  B25 is committed to G44
time :09/04/17 19:01:36  B42 is committed to G45
time :09/04/17 19:01:36  B45 is committed to G46
time :09/04/17 19:01:36  B47 is committed to G47
time :09/04/17 19:01:36  B46 is committed to G48
time :09/04/17 19:01:36  B50 is committed to G49
time :09/04/17 19:01:36  B28 is committed to G50
time :09/04/17 19:01:36  B65 is committed to G51
time :09/04/17 19:01:36  B51 is committed to G52
time :09/04/17 19:01:36  B48 is committed to G53
time :09/04/17 19:01:36  B29 is committed to G54
time :09/04/17 19:01:36  B54 is committed to G55
time :09/04/17 19:01:36  B73 is committed to G56
time :09/04/17 19:01:36  B57 is committed to G57
time :09/04/17 19:01:36  B62 is committed to G59
time :09/04/17 19:01:36  B64 is committed to G60
time :09/04/17 19:01:36  B61 is committed to G61
time :09/04/17 19:01:36  B49 is committed to G62
time :09/04/17 19:01:36  B67 is committed to G63
time :09/04/17 19:01:36  B70 is committed to G64
time :09/04/17 19:01:36  B52 is committed to G66
time :09/04/17 19:01:36  B69 is committed to G67
time :09/04/17 19:01:36  B56 is committed to G69
time :09/04/17 19:01:36  B55 is committed to G70
time :09/04/17 19:01:36  B58 is committed to G71
time :09/04/17 19:01:36  B79 is committed to G72
time :09/04/17 19:01:36  B82 is committed to G73
time :09/04/17 19:01:36  B72 is committed to G74
time :09/04/17 19:01:36  B63 is committed to G75
time :09/04/17 19:01:36  B76 is committed to G76
time :09/04/17 19:01:36  B66 is committed to G77
time :09/04/17 19:01:36  B84 is committed to G78
time :09/04/17 19:01:36  B81 is committed to G79
time :09/04/17 19:01:36  B95 is committed to G80
time :09/04/17 19:01:36  B88 is committed to G81
time :09/04/17 19:01:36  B75 is committed to G83
time :09/04/17 19:01:36  B68 is committed to G84
time :09/04/17 19:01:36  B92 is committed to G85
time :09/04/17 19:01:36  B91 is committed to G87
time :09/04/17 19:01:36  B94 is committed to G88
time :09/04/17 19:01:36  B74 is committed to G89
time :09/04/17 19:01:36  B77 is committed to G90
time :09/04/17 19:01:36  B98 is committed to G91
time :09/04/17 19:01:36  B60 is committed to G92
time :09/04/17 19:01:36  B83 is committed to G94
time :09/04/17 19:01:36  B99 is committed to G96
time :09/04/17 19:01:36  B89 is committed to G99
time :09/04/17 19:01:42  B1 is committed to G0
time :09/04/17 19:01:42  B2 is committed to G1
time :09/04/17 19:01:42  B4 is committed to G2
time :09/04/17 19:01:42  B3 is committed to G3
time :09/04/17 19:01:42  B6 is committed to G4
time :09/04/17 19:01:42  B19 is committed to G5
time :09/04/17 19:01:42  B5 is committed to G6
time :09/04/17 19:01:42  B7 is committed to G7
time :09/04/17 19:01:42  B9 is committed to G8
time :09/04/17 19:01:42  B10 is committed to G9
time :09/04/17 19:01:42  B39 is committed to G10
time :09/04/17 19:01:42  B21 is committed to G11
time :09/04/17 19:01:42  B25 is committed to G12
time :09/04/17 19:01:42  B12 is committed to G13
time :09/04/17 19:01:42  B16 is committed to G14
time :09/04/17 19:01:42  B24 is committed to G15
time :09/04/17 19:01:42  B13 is committed to G16
time :09/04/17 19:01:42  B8 is committed to G17
time :09/04/17 19:01:42  B14 is committed to G18
time :09/04/17 19:01:42  B15 is committed to G19
time :09/04/17 19:01:42  B17 is committed to G20
time :09/04/17 19:01:42  B63 is committed to G21
time :09/04/17 19:01:42  B20 is committed to G22
time :09/04/17 19:01:42  B11 is committed to G24
time :09/04/17 19:01:42  B18 is committed to G25
time :09/04/17 19:01:42  B45 is committed to G26
time :09/04/17 19:01:42  B28 is committed to G27
time :09/04/17 19:01:42  B26 is committed to G28
time :09/04/17 19:01:42  B30 is committed to G29
time :09/04/17 19:01:42  B56 is committed to G30
time :09/04/17 19:01:42  B22 is committed to G31
time :09/04/17 19:01:42  B31 is committed to G32
time :09/04/17 19:01:42  B44 is committed to G33
time :09/04/17 19:01:42  B23 is committed to G34
time :09/04/17 19:01:42  B29 is committed to G35
time :09/04/17 19:01:42  B59 is committed to G36
time :09/04/17 19:01:42  B32 is committed to G37
time :09/04/17 19:01:42  B43 is committed to G38
time :09/04/17 19:01:42  B71 is committed to G39
time :09/04/17 19:01:42  B46 is committed to G40
time :09/04/17 19:01:42  B64 is committed to G41
time :09/04/17 19:01:42  B27 is committed to G42
time :09/04/17 19:01:42  B34 is committed to G43
time :09/04/17 19:01:42  B40 is committed to G44
time :09/04/17 19:01:42  B72 is committed to G45
time :09/04/17 19:01:42  B33 is committed to G46
time :09/04/17 19:01:42  B47 is committed to G47
time :09/04/17 19:01:42  B53 is committed to G48
time :09/04/17 19:01:42  B65 is committed to G49
time :09/04/17 19:01:42  B77 is committed to G50
time :09/04/17 19:01:42  B48 is committed to G51
time :09/04/17 19:01:42  B80 is committed to G52
